id_fs;lib_fs
2170;France services de la sous-préfecture de Sarlat-la-Canéda
2171;France services Bouclans
2172;France services d’Hérimoncourt
2173;France services Ornans
2174;France services Saône
2175;France services Bourg-Achard
2176;France services Grand Bourgtheroulde
2177;France services de Thuit de l’Oison
2178;Bus France services Pimms Médiation Seine-Eure
2179;France services de Bû
2180;France services itinérante CC Pays d’Uzes
2181;France services de Castelnau d'Estrétefonds
2182;France services Bègles Terres Neuves
2183;France services Cadillac
2184;France services Lège-Cap Ferret
2185;France services Latitude Nord Gironde
2186;France services Salles
2187;France services Talence
2188;France services Targon
2189;France services Boisseron
2190;France services Mèze
2191;France services Saint-Pons de Thomières
2192;France services de Châtillon en Vendelais
2193;France services de Romillé
2194;France services de la Châtre
2195;France services Tours Sanitas
2196;France services Lavans-lès-Saint-Claude
2197;France services de Moissey
2198;France services de la Communauté de communes des Landes d'Armagnac
2199;Bus France services Auzon Communauté
2200;Bus France services Brioude Sud Auvergne
2201;France services Dunières
2202;France services Le Monastier sur Gazeille
2203;France services des Pays de Cayres Pradelles
2204;France services Siaugues Sainte Marie
2205;France services de Villeneuve en Retz
2206;France services Le Pellerin
2207;France services de Pornic
2208;France services de Saint-Céré
2209;France services du Confluent
2210;France services Tonneins
2211;France services de Saint-Alban sur Limagnole
2212;France services de Coutances
2213;France services de Saint-Clair-sur-l’Elle
2214;France services du bassin de Pompey
2215;France services Allaire
2216;France services Pontivy
2217;France services de Questembert communauté
2218;France services de Behren-lès-Forbach
2219;France services de Freyming-Merlebach
2220;France services de Rémilly
2221;France services de Verny
2222;France services de Bergues
2223;France services Iwuy
2224;France services Mairie de Loos
2225;France services Merville
2226;France services Mairie de Roubaix Quartier des 3 Ponts
2227;France services Mairie de Seclin
2228;France services Wallers Arenberg
2229;France services de Noyon
2230;France services d’Aire sur la Lys
2231;France services d’Arras – Marie-Thérèse Lenoir
2232;France services de Fauquembergues
2233;France services de Laventie
2234;France services Maison des citoyens de Cournon d’Auvergne
2235;France services de Cunlhat
2236;France services Plaine Limagne
2237;France services Biarritz
2238;France services Morlàas
2240;France services de Baixas
2241;France services de Perpignan - Saint Assiscle (La Poste)
2242;France services de Saint-Laurent de la Salanque
2243;France services de Sainte-Marie-aux-Mines
2244;France services Maison du Rhône de Anse
2245;France services Régie de Quartier R.I.B. (Réussir l'Insertion à Bron)
2246;France services du Rhône de Saint-Symphorien d'Ozon
2247;France services de Bourbon Lancy
2248;France services de Buxy
2249;France services Les Blanchettes - Mâcon
2250;France services de Paray-le-Monial
2251;France services de Saint-Gengoux-le-National
2252;France services Le Cube
2253;France services Le Breil sur Merize
2254;Bus France services Centre Social Rural de Lucé
2255;France services CC Sablé-sur-Sarthe
2256;France services Commune de Savigné l'Evêque
2257;France services Mairie Mobile de Paris
2258;France services Paris 20ème - Saint-Blaise (La Poste)
2259;France services Paris 18ème - Porte d'Aubervilliers (La Poste)
2260;France services de Londinières
2261;France services de Le Trait
2262;France services de la Maison des Droits de l’Homme
2263;France services Mantes-la-Ville
2264;France services de Boves
2265;France services de Lisle-sur-Tarn
2266;France services Val 81
2267;France services Toulon Sainte Musse
2268;France services LMV
2269;France services Beauvoir-sur-Mer
2270;France services de Civray
2271;France services Dangé-Saint-Romain
2272;France services Lencloître
2273;France services multi-Sites de la Communauté de communes du Haut Poitou
2274;France services Pleumartin
2275;France services Boisseuil
2276;France services d’Ancy-le-Franc
2277;France services de Paron
2278;France services Mairie Annexe
2279;France services Maison de l'Essonne
2280;France services Maison de la fraternité
2281;France services Sainte Geneviève des Bois
2282;France services d'Asnières-sur-Seine
2283;Bus France services de Noisy-le-Sec
2284;France services Mairie de proximité d'Alfortville
2285;France services Orly les Saules
2286;France services Mairie de Marines
2287;France services de Case-Pilote
2288;France services de Terres Sainville
2289;France services de Saint-Joseph
2290;France services de Dzoumogne
2291;Bus France services du Sud
2292;France services de Koungou
2293;France services de Kaweni
2294;France services d'Ouangani
2295;France services Estrées-Saint-Denis
2296;France services de Vence
2297;France services de Saverdun
2298;France services l'Alta Rocca
2299;France services Propriano/Sartene
2300;France services de Bastia - Place d'Armes
2301;France services d'Oletta
2302;France services du Ternois 1
2303;France services Campagnes de l’Artois
2304;France services Fontenay-le-Comte
2305;France services La Duchère
2306;Bus France services Zot Kamyon Nimerik
2307;France services de Saint-Blancard
2308;France services Tours Sud
2309;France services des Coevrons
2310;France services La Passerelle
2311;France services Brûlé
2312;France services Charleville-Mézières - Ronde Couture
2313;France services de Rocroi
2314;"France services """"Agora"""" Boulazac Isle Manoire"
2315;France services de Liffré
2316;France services de Chagny
2317;France services Fier et Usses
2318;Bus France services Thonon Agglomération
2319;France services de la sous-préfecture de Fontainebleau
2320;France services de Villetaneuse
2321;France services de Saint-Genis-Pouilly
2322;France services d’Oyonnax
2323;France services de Saint-Etienne-Du-Bois
2324;France services Val de Saône Centre
2325;France services Bugey Sud
2326;France services d'Attignat-Polliat
2327;France services de Bohain-en-Vermandois
2328;France services de Beaurieux
2329;France services de Varennes-sur-Allier
2330;France services de la sous-Préfecture de Montluçon
2331;France services Moulins communauté
2332;France services Sospel
2333;France services Albenassien
2334;France services Asfeld
2335;France services Château Porcien
2336;France services Juniville
2337;France services Centre social Le Lac
2338;France services Charleville-Mézières - Manchester
2339;France services de Lavelanet
2340;France services de Pamiers
2341;France services de la Communauté de communes du Barséquanais en Champagne
2342;France services de Lézignan-Corbières
2343;France services de Gruissan
2344;France services de Couffoulens
2345;France services de Castelnaudary
2346;France services de Quillan
2347;France services de Bizanet
2348;France services de Berre l’Etang
2349;France services de Honfleur
2350;France services May sur Orne
2351;France services Mondeville
2352;France services d'Allanche
2353;France services CSCS CAJ Grand Font
2354;France services de Vars
2355;France services Courçon
2356;France services La Jarrie
2357;France services Allassac
2358;France services de Saint-Seine l’Abbaye
2359;France services de la Plaine Dijonnaise
2360;France services de Sombernon
2361;France services de Chenôve
2362;France services de Nolay
2363;France services de la sous-prefecture de Montbard et itinerance MSA
2364;France services de Vitteaux
2365;France services Guerlédan
2366;France services de Plancoët
2367;France services de Bourbriac
2368;France services Plestin Les Grèves
2369;France services de Royère-de-Vassivière
2370;France services Mouleydier
2371;France services Terrasson
2372;Bus France services de la CC Terrassonnais Haut Perigord Noir
2373;France services Brantôme en Périgord
2374;France services Villefranche de Lonchat
2375;France services de Saint-Vallier
2376;France services de Bourg-de-Péage
2377;France services de Saint-Paul-Trois-Châteaux
2378;Bus France services Eurre
2379;France services de Pacy-sur-Eure
2380;France services de Brezolles
2381;France services de Saint-Georges-sur-Eure
2382;France services Quimperlé
2383;France services Pimms Médiation Quimper - Pays Bigouden Sud
2384;Bus France services Ulamir Trégor
2385;France services CCAS Aimargues
2386;France services Bagnères de Luchon
2387;France services Plaisance du Touch
2388;France services de Montesquiou
2389;France services de Nogaro
2390;France services de Marciac
2391;France services Lunel
2392;France services mobile MSA nord est
2393;France services Centre Social Georges Brassens
2394;Bus France services La Rur@linette
2395;France services Ardentes
2396;France services de Monnaie
2397;France services de Vouvray
2398;France services Plateau des petites roches
2399;France services de Saint-Pierre-du-Mont (La Poste)
2400;France services Chalosse Tursan
2401;France services Côte Landes Nature
2402;France services Coeur Haute Lande
2403;France services Saint-Laurent Nouan
2404;France services Veauche
2405;France services Lieu Ressources Firminy
2406;France services Saint Symphorien de Lay
2407;France services d'Allègre
2408;France services de Langeac
2409;France services de Beauzac
2410;France services Saint-Just Malmont
2411;France services d’Orvault
2412;France services de Rezé
2413;France services Saint-Herblain
2414;France services de Lorris
2415;Bus France services Communaute des communes des Loges
2416;France services de Martel
2417;France services de Souillac
2418;France services de Laroque-Timbaut
2419;France services des Coteaux et Landes de Gascogne
2420;France services Val d'Erdre-Auxence
2421;France services des Pieux
2422;France services de La Hague
2423;Bus France services de Coutances Mer et Bocage
2424;France services de Vitry-le- François
2425;France services Montmirail
2426;France services de Nogent
2427;France services de Bourbonne
2428;France services Laval Saint Nicolas
2429;France services de Renazé
2430;France services du Longuyonnais
2431;France services Pimms Médiation Lorient
2432;France services Argoet info services
2433;France services d’Ottange
2434;France services de Woippy
2435;France services d’Ars-sur-Moselle
2436;France services de Montigny-lès-Metz
2437;France services de Guénange
2438;France services de la Vallée des Anges
2439;France services d’Imphy
2440;France services de Nevers - ESGO
2441;France services de Cosne-Cours-sur-Loire
2442;France services Lille Bois Blancs
2443;France services Wervicq-Sud
2444;France services Pont à Marcq
2445;France services Fourmies
2446;France services Compiègne Puy du Roy
2447;France services Maignelay Montigny
2448;France services Mouy
2449;France services Therdonne
2450;France services Clermont de l'Oise (Maison de la citoyenneté et des services)
2451;Bus France services du Valois
2452;France services des Lisières de l'Oise
2453;France services de Breteuil
2454;France services Beauvais - Malherbe
2455;France services Beauvais - Malice
2456;France services de Sées
2457;France services de Dainville
2458;France services de Beaurains
2459;France services Vitry en Artois
2460;France services Marquion
2461;France services Saint Pol sur Ternoise - Ternois 2
2462;France services Pimms Médiation de Béthune
2463;France services de Haisnes
2464;France services Espace Carnot Le Portel
2465;France services de Boulogne - Chemin Vert
2466;France services de Marquise
2467;France services d’Eperlecques
2468;France services d’Houdain
2469;France services L’Essaimeur
2470;France services de Thiers
2471;France services Dôme Sancy Artense
2472;France services Centre social municipal Nord de Clermont
2473;France services Le relais Sancy de Besse et Saint Anastaise
2474;France services de Bardos
2475;France services d’Aureilhan
2476;France services de Bordères-sur-l'Échez
2477;France services de Juillan
2478;France services de Lannemezan
2479;France services Saint-Laurent-de-Neste
2480;France services de Port Vendres
2481;France services de Villelongue de la Salanque
2482;France services Pyrénées-Catalanes
2483;France services de Villeneuve de la Raho
2484;France services Perpignan - Centre
2485;France services Perpignan - Nord
2486;France services d'Erstein
2487;France services de Saâles
2488;France services de Wissembourg
2489;France services Colmar-Europe
2490;France services de Belleville-en-Beaujolais
2491;France services Maison du Rhône du Val d'Oingt
2492;France services de Saulx
2493;France services de Pesmes
2494;France services de Vesoul
2495;France services de Rancy
2496;France services de Tournus
2497;France services de Montceau les Mines
2498;France services de Saint-Martin en Bresse
2499;France services de Bonnétable
2500;France services de Saint-Calais
2501;France services Saint Pierre d'Albigny
2502;France services d'Ugine
2503;France services Saint Julien-en-Genevois
2504;France services Saint-Jeoire – 4 Rivières
2505;Bus France services Pays d'Evian Vallée d'Abondance
2506;France services de Montivilliers
2507;France services de Combs-la-Ville
2508;France services de Torcy
2509;France services Pimms Médiation Melun
2510;France services Mézières-sur-seine
2511;France services Morainvilliers
2512;France services Pimms Médiation Yvelines - Plaisir
2513;France services de Frontenay-Rohan-Rohan
2514;France services de Cerizay
2515;France services de Moncoutant-sur-Sèvre
2516;France services de Secondigny
2517;France services de Thénezay
2518;France services Mers-les-Bains
2519;Bus France services CC2SO
2520;France services de Sémalens
2521;France services Sarrians
2522;Bus France services Avignon (Avenir 84)
2523;France services Centre social l’Aiguier
2524;France services Pays de Saint-Jean-de-Monts
2525;France services de Montmorillon
2526;France services Valence-en-Poitou
2527;France services de Vivonne
2528;France services de Jaunay-Marigny
2529;France services Lussac-les-Eglises
2530;France services Châteauneuf-la-fôret
2531;France services Saint-Just-le-Martel
2532;France services Limoges - Nord Beaubreuil
2534;France services de Montholon
2535;France services d’Avallon
2536;France services de Joigny
2537;France services d’Appoigny
2538;France services d’Augy
2539;France services Guillon Terre Plaine
2540;France services Giromagny
2541;France services de Sceaux
2542;France services Sarcelles Lochères (La Poste)
2543;France services Espace Marianne
2544;France services Maison de quartier Val d'Argent Nord
2545;France services Maison de quartier Orgemont - Guy Moquet
2546;France services Maison de quartier Val d'Argent Sud
2547;France services de Saint-François
2548;France services Capesterre Belle Eau
2549;France services Les Abymes
2550;France services Vieux Habitants (Cyber Base de Gery)
2551;France services Petit Bourg
2552;France services Les Abymes - MJC
2553;France services Maison de Quartier de Chemin de Ceinture
2554;France services de La Nouvelle Mafate La Possession
2555;France services de Penta di Casinca Folelli
2556;France services de Pietralba
2557;France services de Trois Bassins
2558;France services Egreville
2559;France services Cuisery - Terres de Bresse - Antenne d'Ouroux-sur-Saône
2560;France services Mulhouse - Coteaux - Antenne-permanence M2A
2561;France services Chaource - Antenne d'Ervy-le-Châtel
2562;France services de Freyming-Merlebach - Antenne de Hombour-Haut
2563;France services de la Communauté de communes des Landes d'Armagnac - Antenne de Roquefort
2564;France services Châtel-Censoir - Antenne de Arcy-sur-Cure
2566;France services Ebreuil - Antenne itinérante
2567;France services Bugey Sud - Antenne Champagne en Valromey
2568;France services Bugey Sud - Antenne Groslée Saint Benoit
2569;France Services Espace Numérique Social et Solidaire - Antenne-Saint-Julien-Chapteuil
2570;France Services Itinérante de Lavoisier-Brustlein - Antenne
2571;France services de Bourg en Bresse
2572;France services Bresse
2573;France services Côtière et Plateau
2574;France services de Tallard
2575;Bus France services de Val'Eyrieux
2576;France services d’Amagne
2577;Bus France services Forêts lacs Terres en Champagne
2578;France services de la Chapelle-Saint-Luc
2579;France services de Rodez
2580;France services de Laguiole
2581;France services de Mur de Barrez
2582;France services de Terres-de-Haute-Charente
2583;Bus France services Pays fort Sancerrois Val de Loire
2584;France services Bort-les-Orgues
2585;France services Espagnac
2586;France services Noailles
2587;France services de Porto-Vecchio
2588;France services de Vescovato
2589;France services de L'Ile-Rousse
2590;France services de Montenois
2591;France services de Fesches le Châtel
2592;France services Saint Donat sur l'Herbasse
2593;France services Tain l'Hermitage
2594;France services de Verneuil-d’Avre-et-d’Iton
2595;France services de Bernay
2596;France services itinérante du Vigan
2597;France services Bellegarde
2598;France services Piemont Cevenol
2599;Bus France services de la Médullienne
2600;France services de Saint-Malo
2601;France services de Louvigné-du-Désert
2602;France services de Châteauroux – Saint Jean
2603;France services de Levroux
2604;France services de Villedieu sur Indre
2605;France services CISPEO Saint-Pierre-Des-Corps
2606;Bus France services du Pays Morcenais
2607;France services des Luys
2608;France services de Romorantin
2609;France services de Vineuil
2610;France services de Tence
2611;Bus France services de l’accès aux droits
2612;France services de Sainte Pazanne
2613;Bus France services d’Orléans
2614;France services de Ferrières en Gâtinais
2615;France services de Patay
2616;France services de la CC PNL - Outarville - Greneville
2617;France services de Gien
2618;France services multi-sites du Confluent
2619;Bus France services UNA 47
2620;France services d’Equeurdreville
2621;France services de Gavray-sur-Sienne
2622;France services de Fère-Champenoise
2623;France services de Nancy Plateau de Haye (La Poste)
2624;Bus France services PIMMS Médiation Lorient
2625;France services de Languidic
2626;France services Sarrebourg Moselle Sud
2627;France services de Pougues-les-Eaux
2628;France services de Varennes Vauzelles
2629;Bus France services du Valenciennois
2630;France services de Valenciennes - Maison du Citoyen
2631;France services de Saint-André-Lez-Lille
2632;France services de Mons-en-Baroeul
2633;France services de Sin Le Noble
2634;France services de Beauvais - MAJI
2635;France services de Beauvais - MJA
2636;France services Creil Valois (La Poste)
2637;France services de Calais
2638;France services de Longuenesse (La Poste)
2639;France services de Calonne-Ricouart (La Poste)
2640;France services de Saint-Omer
2641;France services de Vic-le-Comte
2642;France services Agglo Pays d’Issoire Champeix
2643;France services Billère
2644;France services de Saint Génis des Fontaines
2645;France services Perpignan Sud
2646;France services de Schiltigheim Kléber (La Poste)
2647;France services de Haguenau
2648;France services de Wittelsheim
2649;France services de Ferrette
2650;France services de Tarare
2651;France services Vénissieux Minguettes (La Poste)
2652;France services Pimms Médiation Haute Vallée d'Azergues
2653;France services de Gy
2654;France services de Pierre de Bresse
2655;France services de Sanvignes les Mines
2656;France services de Gergy
2657;France services de Voivres lès-le-Mans
2658;France services de Buchelay
2659;France services Pimms Médiation Poissy
2660;France services de Maurepas
2661;France services de Vernouillet
2662;France services Ablis (La Poste)
2663;France services de Carrières-sous-Poissy
2664;France services de Parthenay
2665;France services d'Acheux en Amiénois
2666;France services de Graulhet
2667;France services de La Londe-les-Maures
2668;France services d'Hyères
2669;France services de Pignans
2670;France services du Bourg sous La Roche
2671;France services de Vouillé (La Poste)
2672;France services Eymoutiers - Portes de Vassivière
2673;France services de Fontenay-aux-Roses
2674;France services de Pierrefitte
2675;France services Gentilly (MSA)
2676;France services Centre social Balzac
2677;Bus France services départemental du Val d'Oise
2678;France services Pimms Médiation Montigny-les-Cormeiles
2679;France services de Magny-en-Vexin
2680;France services de Basse-Terre
2681;France services de Sainte Rose
2682;France services du Vauclin
2683;France services de Cabassou (La Poste)
2684;France services de Grand Santi
2685;Bus France services de Matoury
2686;France services de Mana
2687;France services Plaine des Palmistes
2688;France services de Saint-Louis
2689;Bus France services Lélà
2690;France services Cannes
2691;France services Villefranche-sur-mer
2692;France services La Trinité
2693;France services France Fraternités de Montereau-Fault-Yonne
2694;France services de Vivier-au-Court
2695;France services de Mirecourt - Antenne de Dompaire
2696;France Services de Fraize - Antenne d’Anould
2697;France Services de Fraize - Antenne de La Chapelle Devant Bruyères
2698;France services de Senones - Antenne de Moyenmoutier
2699;France services de Raon l'Etape - Antenne d'Allarmont
2700;France services de Thaon-les-Vosges - Antenne De Golbey
2701;Bus France services de Talence
2703;France services de Dombes Saône Vallée
2704;France services de la Picardie des Châteaux
2705;France services de Saint-Yorre
2706;Bus France services ADAM
2707;France services de Saint Romain d'Ay
2709;France services de Saint-Girons
2710;France services Arcis-Mailly-Ramerupt
2711;France services de Coursan
2712;France services Saint-Georges-de-Luzencon et Creissels
2713;France services de Monts, Rance et Rougier
2714;France services de Trets
2715;France services d’Aix-en-Provence
2716;France services Les Hauts de Mazargues
2717;France services Alleins
2718;France services de Saint-Martin Valmeroux
2719;France services de Brie
2720;France services de Sainte-Soulle
2721;France services de Thénac
2722;France services de Bourges Gibjoncs
2723;France services de Plerin
2724;France services de Langueux-Hillion-Pledran
2725;France services de Lamballe-Armor
2726;France services de Pleslin-Trigavou
2727;France services d’Auzances
2728;France services de Salagnac-Clairvivre
2729;France services de Coursac
2730;France services Isle Double landais
2731;France services de Thiviers
2732;France services de Buis les Baronnies
2733;France services du Pays du Neubourg
2734;France services d’Auneau-Bleury-Saint-Symphorien
2735;France services Plouigneau
2736;France services du Pays des Abers
2737;France services Val-D’Aigoual-Causses
2738;France services Petite Camargue
2739;France services de Mane
2740;France services Saint-Lys
2741;France services de Saint-Orens
2742;France services Herault Mediterranée
2743;France services de Montfort Communauté
2744;France services de Cancale
2745;France services Etrelles
2746;France services de Déols
2747;Bus France services MSA Savoie-Isère
2748;France services Pimms Médiation Mediation Isere - Vizille
2749;France services de Saint-Laurent-du-Pont
2750;France services de Fontaine
2751;France services de la Valdaine
2752;France services Gresivaudan
2753;France services de Lons-le-Saunier
2754;France services de Nozeroy
2755;France services de Champagnole
2756;France services de Haut Jura Saint-Claude
2757;France services de Foncine-le-Haut
2758;France services Veuzain-sur-Loire
2759;France services Chailles
2760;France services CCMP2
2761;France services multisites Loire Forez Agglomération
2762;France services Haute Goulaine
2763;France services de Bouvron
2764;France services de Loireauxence
2765;France services de Carquefou
2766;France services de Vallons de l'Erdre
2767;France services de Saint-Nazaire
2768;France services Fumel
2769;France services du Pays de Lauzun
2770;France services de Sèvremoine
2771;France services Loire-Authion
2772;Bus France services de Cotentin Agglomeration
2773;France services de Barenton
2774;France services de Sillery
2775;France services de L'Huisserie
2776;France services de Neuves-Maisons
2777;France services de Plouay
2778;France services de Metz - Bellecroix
2779;France services de l’Hopital-Folschviller
2780;France services de Puttelange-aux-Lacs
2781;France services de Nevers - La Baratte
2782;Bus France services du sud Nivernais
2783;France services de Châteauneuf-Val-de-Bargis
2784;France services de La Charité-sur-Loire
2785;Bus France services du Pays Lillois
2786;France services de Bray-Dunes
2787;France services du Coeur de l’Avesnois
2788;France services de Roubaix-Epeule
2789;France services de Montataire
2791;France services de Lamorlaye
2792;France services de Lassigny
2793;France services de Bornel
2794;France services des Pays d'Oise et d'Halatte – Pont Sainte Maxence
2795;France services de Crépy en Valois
2796;France services de Flers
2797;France services de Saint-Denis-sur-Sarthon
2798;France services d’Hesdin
2799;France services de Mazingarbe
2800;France services de Marck
2801;France services de Pont-du-Château
2802;France services de Clermont-Ferrand Fontaine du Bac
2803;France services Entre Dore et Allier
2804;France Services de Courpière
2805;France services de Billom
2806;France services de Saint-Éloy-les-Mines
2807;France services de Puy-Guillaume
2808;France services de Bayonne
2809;France services de l'Ouest de l'Agglomération paloise
2810;France services de la Vallée d'Ossau
2811;France services de Saint-Jean-de-Luz
2812;France services de Pontacq
2813;France services d'Anglet
2814;France services du Val d’Arros
2815;France services du Pays de Niederbronn-les-Bains
2816;France Services de Ranspach-le-Bas
2817;France services du Pays de L'Arbresle
2818;Bus France services des Monts du Lyonnais
2819;Bus France services Pimms Médiation de Lyon
2820;France services de Chalon sur Saône - Quartier des Près Saint Jean
2821;France services de la CC Semur en Brionnais
2822;France services de Sillé-le-Guillaume
2823;France services Saint-Jean-de-Maurienne
2824;France services Faverges-Seythenex
2825;France services de Terres de Caux
2826;France services du Havre - Brindeau
2827;France services Josephine Baker
2828;France services de Dammarie-les-Lys
2829;France services de Chevreuse
2830;France services de Montdidier
2831;France services d'Ailly-sur-Noye
2832;France services de Mirandol-Bourgnounac
2833;France services de Gaillac
2834;France services de Beaumont-de-Lomagne
2835;France services Montaigu
2836;France services Provence Verte Saint Maximin
2837;France services Provence Verte Cotignac-Gareoult
2838;France services de L'Isle-sur-la-Sorgue
2839;France services de La Roche sur Yon - La Garenne
2840;France services du Pays des Achards
2841;France services de Mortagne-sur-Sevre
2842;France services de Bonneuil Matours
2843;France services de Saint-Julien-l'Ars
2844;France services Aixe-sur-Vienne
2845;France services de Sens Champs Plaisants
2846;France services de Toucy
2847;France services de Villeneuve-sur-Yonne
2848;France services d'Etrechy
2849;France services de Dourdan
2850;France services de Romainville - Centre social Nelson Mandela
2851;France services de L'Île-Saint-Denis
2852;France services de Saint Denis - Antenne Pimms Médiation
2853;France services Villejuif-Dumas
2854;France services d'Argenteuil - Val Notre Dame
2855;France services de Cergy - Visages du monde
2856;France services de Bezons - Maison de la citoyennete
2857;France services Dorothy
2858;France services du Robert
2859;France services de Morne-Rouge
2860;Bus France services de Saint-Laurent-du-Maroni
2861;France services de Camopi
2862;Bus France services de Montsinery-Tonnegrande
2863;France services de Saint Leu - Plate
2864;France services de Saint Leu - La Chaloupe
2865;Bus France services Familles rurales de Mayotte
2866;France services de Dembeni
2867;France services de Venaco
2868;France services d'Aleria
2869;France services de Borgo
2870;France services de Laroquebrou
2871;France services Matignon-Saint-Cast le Guildo
2872;France services du Pays de Fenelon
2873;France services d'Arrou
2874;France services de Monts d'Arrée Communauté
2875;France services de Sellières
2876;France services de Fayl-Billot
2877;France services de Sérent
2878;France services de Ballon-Saint-Mars
2879;France services Les Belleville
2880;Folschviller - Antenne de L'Hôpital
2881;France services de Samer
2882;France services d'Aulnay-sous-Bois
2883;France services Joseph Epstein
2884;France services multi-sites de La Londe-les-Maures - Site de Bormes-les-Mimosas
2885;France services Multisites de Vexin Thelle  - Antenne de Bouconvillers
2886;France services Multisites de Vexin Thelle  - Antenne de Chaumont-en-Vexin
2887;France services Multisites de Vexin Thelle  - Antenne de Jouy-sous-Telle
2888;France services Multisites de Vexin Thelle  - Antenne de Montagny-en-Vexin
2889;France services Multisites de Vexin Thelle  - Antenne de Fresnes Léguillon
2890;France services Multisites de Vexin Thelle  - Antenne de Trie-Château
2897;France services de Sainte Pazanne - Antenne de Rouans
2898;France services Serres-Castet - Antenne d'Arzacq-Arraziguet
2899;France services Serres-Castet - Antenne de Garlin
2900;France services Pyrénées-Catalanes - Antenne de Communauté de communes
2901;France services Pyrénées-Catalanes - Antenne de Bolquère
2902;France services Pyrénées-Catalanes - Antenne de Font-Romeu Odeillo
2903;France services Pyrénées-Catalanes - Antenne de Formiguères
2904;France services Pyrénées-Catalanes - Antenne de La Cabanasse
2905;France services Pyrénées-Catalanes - Antenne de Railleu
2906;Bus France services de Carantec
2907;Bus France services de la Communauté de communes du Pays de la Serre
2908;Bus France services de la Communauté de communes du Val de l’Oise
2909;Bus France services Gadgé Voyageurs 64
2910;Bus France services Grand Sud Caraïbe
2911;Bus France services La Courneuve
2912;Bus France services Nord Grande Terre
2913;Bus France services Numérique Nord
2914;Bus France services Pimms Médiation Portes de Provence
2915;Bus France services Riviera du Levant
2916;Bus France services UDAF de la Loire
2917;France services du Centre Social CC2SO
2918;France services Andouillé
2919;France services Betty Albrecht-Aubervilliers
2920;France services Communauté d'Agglomération Gard Rhodanien - La Ruche
2921;France services Communauté de communes Les Portes briardes entre villes et forêts
2922;France services d’Ahun
2923;France services d’Apatou
2924;France services d’Iracoubo
2925;France services d’Issoudun
2926;France services d'Aigre
2927;France services d'Albertville
2928;France services de Anse-Bertrand
2929;France services de Baie-Mahault
2930;France services de Balbigny
2931;France services de Bar-le-Duc
2932;France services de Bouillante
2933;France services de Bastelicaccia
2934;France services de Bellemène
2935;France services de Beuzeville
2936;France services de Bitche
2937;France services de Buxerolles
2938;France services de Cacao
2939;France services de Cadalen
2940;France services de Castanet-Tolosan
2941;France services de Castres
2942;France services de Chambéry
2943;France services de Champlitte
2944;France services de Châteaubriant
2945;France services de Chauny
2946;France services de Coulaines
2947;France services de Cour-Cheverny
2948;France services de Dieulefit
2949;France services de Doullens
2950;France services de Faulquemont
2951;France services de Fayard
2952;France services de Foix
2953;France services de Frasne
2954;France services de Gagny
2955;France services de Gennes-Val-de-Loire
2956;France services de Ginestas
2957;France services de Gouzon
2958;France services de Grandvillars
2959;France services de Guyancourt
2960;France services de Javerdat
2961;France services de Kérandon Concarneau
2962;France services de Kourou
2963;France services de l’Elsau
2964;France services de la Communauté de communes de Charly-sur-Marne
2965;France services de la Dore
2966;France services de La Plaine du Rhin
2967;France services de la Rivière des Galets
2968;France services de Lamentin
2969;France services de Laxou-Provinces
2970;France services de Le Chambon-Feugerolles
2971;France services de Le Grand-Lemps
2972;France services de Legé
2973;France services de Lezat-Le Fossat
2974;France services de l'Huisne Sarthoise
2975;France services de Lingolsheim
2976;France services de Lirac
2977;France services de Lisieux Hauteville
2978;France services de Louhans
2979;France services de Luçon
2980;France services de Mâcon – Quartier des Gautriats/Saugeraies
2981;France services de Macouria
2982;France services de Mauzé-sur-le-Mignon
2983;France services de Mende
2984;France services de Molliens-Dreuil
2985;France services de Monfort-l'Amaury
2986;France services de Montoire-sur-le-Loir
2987;France services de Montpellier - Joseph Ricome
2988;France services de Monts-de-Randon
2989;France services de Niort - Quartier Nord
2990;France services de Nogent-le-Roi
2991;France services de Nouzonville
2992;France services de Nyons
2993;France services de Ouest Aveyron Communauté
2994;France services de Périgueux
2995;France services de Ploërmel
2996;France services de Pointe-à-Pitre
2997;France services de Pointe-Noire
2998;France services de Pontorson
2999;France services de Quétigny
3000;France services de Quéven
3001;France services de Recey-sur-Ource
3002;France services de Renwez
3003;France services de Revigny-sur-Ornain
3004;France services de Rivière du Mât Les Bas
3005;France services de Rohan
3006;France services de Saint-Amans-Soult
3007;France services de Saint-Amour
3008;France services de Saint-André de l’Eure
3009;France services de Sainte-Anne
3010;France services de Saintes
3011;France services de Saint-Julien-Chapteuil
3012;France services de Saint-Laurent-du-Var
3013;France services de Saint-Loup-Lamairé
3014;France services de Saint-Pair-sur-Mer
3015;France services de Saint-Vaury
3016;France services de Salazie
3017;France services de Sartilly-Baie-Bocage
3018;France services de Savenay
3019;France services de Selles-sur-Cher
3020;France services de Talant
3021;France services de Tan Rouge
3022;France services de Tignes
3023;France services de Toulon-La Beaucaire
3024;France services de Toulouse-Les Minimes
3025;France services de Tourcoing
3026;France services de Valence Romans Agglomération
3027;France services de Vauvillers
3028;France services de Vendôme
3029;France services de Verdun
3030;France services de Villebois-Lavalette
3031;France services de Villemoirieu
3032;France services de Villersexel
3033;France services des Pennes Mirabeau
3034;France services d'Hasparren
3035;France services du Bouzonvillois Trois Frontières
3036;France services du Château de Bellevue
3037;France services du Loroux-Bottereau
